name,submitted,category,iso,id_no
Mt. Pulag National Park,16/05/2006,N,PH,5030
Apo Reef Natural Park,16/05/2006,N,PH,5033
El Nido-Taytay Managed Resource Protected Area,16/05/2006,N,PH,5034
Coron Island Natural Biotic Area,16/05/2006,CN,PH,5035
Mt. Iglit-Baco National Park,16/05/2006,N,PH,5036
Northern Sierra Madre Natural Park and outlying areas inclusive of the buffer zone,16/05/2006,N,PH,5037
Batanes Protected landscapes and seascapes,15/08/1993,C,PH,521
"""Krzemionki"", prehistoric flint mines",12/01/2016,C,PL,6075
Extension to the Joint World Heritage Property “Primeval Beech forests of the Carpathians (Slovak Republic and Ukraine) and the Ancient Beech forests of Germany (Germany)”,29/01/2015,N,PL,6018
The Augustów Canal (Kanal Augustowski),20/03/2006,C,PL,2101
The Dunajec River Gorge in the Pieniny Mountains,20/03/2006,N,PL,2102
Gdansk - Town of Memory and Freedom,04/11/2005,C,PL,530
Mid-Atlantic Ridge,06/06/2017,N,PT,6231
Historic Centre of Guimarães and Couros Zone (extension),31/01/2017,C,PT,6207
"Historical Lisbon, Global City",31/01/2017,C,PT,6208
Mértola,31/01/2017,C,PT,6209
"Montado, Cultural Landscape",31/01/2017,C,PT,6210
"Royal Building of Mafra – Palace, Basilica, Convent, Cerco Garden and Hunting Park (Tapada)",31/01/2017,C,PT,6211
Route of Magellan. First around the World,31/01/2017,C,PT,6212
Sanctuary of Bom Jesus do Monte in Braga,31/01/2017,C,PT,6213
"Vila Viçosa, Renaissance ducal town",31/01/2017,C,PT,6214
Selvagens Islands,31/01/2017,N,PT,6217
"Bulwarked Fortifications of the ""Raia"" (Border)",31/01/2017,C,PT,6218
Águas Livres Aqueduct,31/01/2017,C,PT,6221
Routes of Santiago de Compostela: Routes in Portugal,31/01/2017,C,PT,6222
Roman Production Centre of Fish Salting and Conservation in Tróia,31/01/2017,C,PT,6223
Ensemble of Álvaro Siza's Architecture Works in Portugal,31/01/2017,C,PT,6224
Southwest Coast,31/01/2017,N,PT,6225
Pombaline Lisbon,31/01/2017,C,PT,6226
Desert of the Discalced Carmelites and Built Ensemble of the Palace-Hotel in Bussaco,31/01/2017,C,PT,6227
Head Office and Garden of the Calouste Gulbenkian Foundation,31/01/2017,C,PT,6228
Levadas of Madeira Island,31/01/2017,C,PT,6230
Sites of Globalization,31/01/2017,C,PT,6256
Khor Al-Adaid natural reserve,18/03/2008,N,QA,5317
Stone Buddhas and Pagodas at Hwasun Unjusa Temple,24/01/2017,C,KR,6171
The Goryeong Jisandong Daegaya Tumuli,12/12/2013,C,KR,5849
Traditional Buddhist Mountain Temples of Korea,12/12/2013,C,KR,5850
Gaya Tumuli of Gimhae - Haman,11/12/2013,C,KR,5847
Seoul City Wall,23/11/2012,C,KR,5781
"Seowon, Confucian Academies of Korea",09/12/2011,C,KR,5648
"Naganeupseong, Town Fortress and Village",11/03/2011,C,KR,5598
Oeam Village,11/03/2011,C,KR,5599
Upo Wetland,11/01/2011,N,KR,5576
Southwestern Coast Tidal Flats,11/01/2010,N,KR,5482
Salterns,11/01/2010,C,KR,5484
Daegokcheon Stream Petroglyphs,11/01/2010,C,KR,5486
Ancient Mountain Fortresses in Central Korea,11/01/2010,C,KR,5488
Sites of fossilized dinosaurs throughout the Southern seacoast,25/01/2002,N,KR,1640
Kangjingun Kiln Sites,01/09/1994,C,KR,385
Mt. Soraksan Nature Reserve,01/09/1994,N,KR,386
Orheiul Vechi Archaeological Landscape,22/02/2017,C,MD,6220
The Typical Crernozem Soils of the Balti Steppe,19/09/2011,CN,MD,5647
Roșia Montană Mining Cultural Landscape,18/02/2016,C,RO,6082
The old villages of Hollókő and Rimetea and their surroundings,14/02/2012,C,RO,5683
The Historic Centre of Sibiu and its Ensemble of Squares,29/06/2004,C,RO,1929
Le Monastère de Neamt,01/03/1991,C,RO,544
Eglises byzantines et post-byzantines de Curtea de Arges,01/03/1991,C,RO,545
L'ensemble monumental de Tirgu Jiu,01/03/1991,C,RO,548
L'ensemble rupestre de Basarabi,01/03/1991,C,RO,549
L'église des Trois Hiérarques de Iassy,01/03/1991,C,RO,551
Les « coules » de Petite Valachie,01/03/1991,C,RO,552
L'église de Densus,01/03/1991,C,RO,553
Le noyau historique de la ville d'Alba Julia,01/03/1991,C,RO,555
Massif du Retezat,01/03/1991,N,RO,557
Pietrosul Rodnei (sommet de montagne),01/03/1991,N,RO,558
Sinpetru (site paléontologique),01/03/1991,N,RO,559
Codrul secular Slatiora (forêt séculaire),01/03/1991,N,RO,560
Rock Painting of Shulgan-Tash Cave,14/03/2018,C,RU,6309
Treasures of the Pazyryk Culture,16/01/2018,C,RU,6283
Centre historique de la ville de Gorokhovets,07/03/2017,C,RU,6202
The Oglakhty Range,25/11/2016,CN,RU,6165
"Mamayev Kurgan Memorial Complex ""To the Heroes of the Battle of Stalingrad""",10/09/2014,C,RU,5936
Virgin Komi Forests (re-nomination),04/06/2014,N,RU,5925
Western Caucasus (re-nomination),04/06/2014,N,RU,5926
Testament of Kenozero Lake,11/04/2014,CN,RU,5922
Bashkir Ural,30/01/2012,CN,RU,5666
"Bikin River Valley (Extension of the ""Central Sikhote-Alin"")",19/11/2010,N,RU,5571
The archeological site of Tanais,24/02/2009,C,RU,5422
The Ilmensky mountains,11/08/2008,CN,RU,5388
Ensemble of the Astrakhan Kremlin,28/04/2008,C,RU,5368
Krasnoyarsk Stolby,06/03/2007,N,RU,5113
The Great Vasyugan Mire,06/03/2007,N,RU,5114
The Commander Islands (Comandorsky State Nature Reserve),07/02/2005,N,RU,1997
Magadansky State Nature Reserve,07/02/2005,N,RU,1998
Petroglyphs of Sikachi-Alyan,31/01/2003,C,RU,1787
Great Pskov,25/01/2002,C,RU,1638
Historic Center of the Yenisseisk,20/07/2000,C,RU,1460
Rostov Kremlin,22/10/1998,C,RU,1185
Centre historique d'Irkoutsk,30/09/1998,C,RU,1166
Historical and Cultural Jeyrakh-Assa Reservation,15/05/1996,C,RU,569
"Sites mémoriaux du génocide : Nyamata, Murambi, Bisesero et Gisozi",15/06/2012,C,RW,5753
Historic zone of Basseterre,17/09/1998,C,KN,1116
City of Charlestown,17/09/1998,C,KN,1117
Rock Art of St. Vincent and the Grenadines,18/06/2012,C,VC,5749
Grenadines Island Group,18/06/2012,CN,VC,5750
The La Soufrière National Park,18/06/2012,CN,VC,5751
Fagaloa Bay - Uafato Tiavea Conservation Zone,21/12/2006,CN,WS,5090
"Manono, Apolima and Nuulopa Cultural Landscape",21/12/2006,C,WS,5091
Darb Zubayda (Pilgrim Road from Kufa to Makkah),08/04/2015,C,SA,6025
Hejaz Railway,08/04/2015,C,SA,6026
Syrian Hajj Road,08/04/2015,C,SA,6027
Egyptian Hajj Road,08/04/2015,C,SA,6028
Al-Faw Pre-Islamic City in Central Arabia (Qariah),08/04/2015,C,SA,6029
Rijal Almaa Heritage Village in Assir Region,08/04/2015,C,SA,6030
Zee Ain Heritage Village in Al-Baha Region,08/04/2015,C,SA,6031
Al-Ahsa Oasis Cultural Heritage Landscape,08/04/2015,C,SA,6032
Hima a rock art site in Najran,08/04/2015,C,SA,6033
Dûmat Al-Jandal Historical Oasis in Al-Jawf Region,08/04/2015,C,SA,6034
L'Aéropostale,18/11/2005,C,SN,2072
L'île de Carabane,18/11/2005,C,SN,2075
Architecture rurale de Basse-Casamance : Les cases à impluvium du royaume Bandial,18/11/2005,C,SN,2076
Parc National des îles de la Madeleine,18/11/2005,CN,SN,2077
Les Escales du Fleuve Sénégal,18/11/2005,C,SN,2078
Les tumulus de Cekeen,18/11/2005,C,SN,2079
Le Lac Rose,18/11/2005,CN,SN,2080
Le Vieux Rufisque,18/11/2005,C,SN,2081
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe (Serbia),28/02/2018,N,RS,6324
Frontiers of the Roman Empire (WHS FRE),09/04/2015,C,RS,6060
Fortified Manasija Monastery,15/04/2010,C,RS,5536
Negotinske Pivnice,15/04/2010,C,RS,5537
Smederevo Fortress,15/04/2010,C,RS,5538
"Caričin Grad – Iustiniana Prima, archaeological site",15/04/2010,C,RS,5539
Historical place of Bač and its Surroundings,15/04/2010,CN,RS,5540
Djerdap National Park,18/03/2002,N,RS,1693
The Deliblato Sands Special Natural Reserve,18/03/2002,N,RS,1695
Mt. Sara National Park,18/03/2002,N,RS,1697
The Tara National Park with the Drina River Canyon,18/03/2002,N,RS,1698
The Djavolja Varos (Devil's Town) Natural Landmark,18/03/2002,N,RS,1700
Mission Ruins of Venn's Town,01/02/2013,C,SC,5796
Silhouette Island,01/02/2013,CN,SC,5799
Western Area Peninsula National Park,01/06/2012,CN,SL,5741
Tiwai Island Wildlife Sanctuary,01/06/2012,N,SL,5742
Old Fourah Bay College Building,01/06/2012,C,SL,5744
Bunce Island,01/06/2012,C,SL,5745
The Gateway to the Old King’s Yards,01/06/2012,C,SL,5746
Gola Rainforest National Park,01/06/2012,N,SL,5747
Sites of Great Moravia: Slavonic Fortified Settlement at Mikulčice – Church of St. Margaret at Kopčany,30/01/2007,C,SK,5093
The Memorial of Chatam Sófer,12/06/2002,C,SK,1731
Limes Romanus - The Roman antique monuments on the Middle Danube,12/06/2002,C,SK,1732
System of Fortifications at the Confluence of the Rivers Danube and Váh in Komárno - Komárom,12/06/2002,C,SK,1733
The concept of the lenticular historical town core of Košice City,12/06/2002,C,SK,1734
Natural Reserves of Tatras Mountain,12/06/2002,N,SK,1737
Karst Valleys of Slovakia,12/06/2002,N,SK,1738
Natural and Cultural Landscape of Danube Region,12/06/2002,CN,SK,1739
Fungal Flora of Bukovské Hills,12/06/2002,N,SK,1740
Geyser in Herlany,12/06/2002,N,SK,1741
Original Meadow - Pasture Sites of Slovakia,11/02/2002,C,SK,1685
Tokaj Wine Region,06/02/2002,C,SK,1684
Gemer and Abov churches with the medieval wall paintings,01/10/1995,C,SK,580
"The timeless, humanistic architecture of Jože Plečnik",29/01/2018,C,SI,6295
The Walk of Peace from the Alps to the Adriatic – Heritage of the First World War,29/01/2016,C,SI,6077
Classical Karst (in Slovene language: Klasicni kras),25/11/2015,N,SI,6072
Franja Partisan Hospital,16/06/2000,C,SI,1433
Fuzina Hills in Bohinj,09/12/1994,C,SI,592
Marovo - Tetepare Complex,23/12/2008,CN,SB,5414
Tropical Rainforest Heritage of Solomon Islands,23/12/2008,N,SB,5416
Early Farmsteads of the Cape Winelands,15/04/2015,C,ZA,6049
The Emergence of Modern Humans: The Pleistocene occupation sites of South Africa,15/04/2015,C,ZA,6050
"Human Rights, Liberation Struggle and Reconciliation: Nelson Mandela Legacy Sites",15/04/2015,C,ZA,6051
"The Barberton Mountain Land, Barberton Greenstone Belt or Makhonjwa Mountains",08/07/2009,N,ZA,5456
Succulent Karoo Protected Areas,08/07/2009,N,ZA,5458
Liberation Heritage Route,08/07/2009,C,ZA,5459
Deim Zubeir – Slave route site,04/10/2017,C,SS,6275
Sudd wetland,04/10/2017,CN,SS,6276
Boma-Badingilo Migratory Landscape (Contiguous site),04/10/2017,N,SS,6277
The Wine in Iberia,05/02/2018,C,ES,6285
Cíes Islands–Atlantic Islands of Galicia National Park,05/02/2018,N,ES,6286
Church of San Salvador de Valdediós,27/01/2017,C,ES,6168
The Olive Grove Landscapes of Andalusia,27/01/2017,C,ES,6169
Turó de la Seu Vella de Lleida,29/01/2016,C,ES,6079
Monastery of Santa María de La Rábida and the Columbus Memorial Places in Huelva,29/01/2016,C,ES,6080
Risco Caido and the sacred mountains of Gran Canaria Cultural Landscape,29/01/2016,C,ES,6081
Site of the Retiro and the Prado in Madrid,27/01/2015,C,ES,5977
Madinat al-Zahra,27/01/2015,C,ES,5978
Le Portail du Monastère de Ripoll,27/01/2015,C,ES,5979
Priorat-Montsant-Siurana paysage agricole de la montagne méditerranéenne,07/02/2014,C,ES,5854
Talayotic Culture of Minorca,29/01/2013,C,ES,3433
La Rioja and Rioja Alavesa Vine and Wine Cultural Landscape,29/01/2013,C,ES,5793
Jaén Cathedral (extension of the Renaissance Monumental Ensembles of Úbeda and Baeza),27/01/2012,C,ES,5667
Valle Salado de Añana,27/01/2012,C,ES,5693
Plasencia - Monfragüe - Trujillo : Paysage méditerranéen,03/02/2009,CN,ES,5417
Mesta Livestock trails,27/04/2007,C,ES,5128
Roman Ways. Itineraries of the Roman Empire,27/04/2007,C,ES,5130
Ancares – Somiedo,27/04/2007,CN,ES,5132
Loarre Castle,27/04/2007,C,ES,5135
El Ferrol of the Illustration Historical Heritage,27/04/2007,C,ES,5138
Mining Historical Heritage,27/04/2007,C,ES,5139
The Mediterranean Facet of the Pyrenees (France-Spain),22/11/2004,CN,ES,1986
"Greek Archaeological ensemble in Empúries, l'Escala, Girona",20/12/2002,C,ES,1051
Romanesque Cultural Enclave in the North of Castile-Leon and the South of Cantabria,26/06/1998,C,ES,1017
Bulwarked Frontier Fortifications,26/06/1998,C,ES,1021
The Silver Route,26/06/1998,C,ES,1024
Mediterranean Wind Mills,26/06/1998,C,ES,1030
"The Ribeira Sacra, Lugo and Orense",16/07/1996,C,ES,1228
"Seruwila to Sri Pada (Sacred Foot Print Shrine), Ancient pilgrim route along the Mahaweli river in Sri Lanka",29/04/2010,C,LK,5531
Seruwila Mangala Raja Maha Vihara,30/10/2006,C,LK,5083
Dinder National Park,28/09/2004,N,SD,1950
Wadi Howar National Park,28/09/2004,N,SD,1951
Suakin,01/09/1994,C,SD,646
Kerma,01/09/1994,C,SD,651
Old Dongola,01/09/1994,C,SD,652
The settlement of Joden Savanne and Cassipora cemetery,30/06/1998,C,SR,1083
Ngwenya Mines,31/12/2008,C,SZ,5421
The Rise of Systematic Biology,02/12/2009,C,SE,5491
Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe (Switzerland),28/02/2018,N,CH,6333
Pont sur la gorge du Salgina,31/01/2017,C,CH,6191
Mari & Europos-Dura sites of Euphrates Valley,23/06/2011,C,SY,5702
Noréas de Hama,08/06/1999,C,SY,1291
Ugrarit (Tell Shamra),08/06/1999,C,SY,1292
Ebla (Tell Mardikh),08/06/1999,C,SY,1293
Mari (Tell Hariri),08/06/1999,C,SY,1294
Dura Europos,08/06/1999,C,SY,1295
Apamée (Afamia),08/06/1999,C,SY,1297
Un Château du désert : Qasr al-Hayr ach-Charqi,08/06/1999,C,SY,1298
Maaloula,08/06/1999,C,SY,1299
Tartus : la cité-citadelle des Croisés,08/06/1999,C,SY,1301
Raqqa-Ràfiqa : la cité abbasside,08/06/1999,C,SY,1302
L'île d'Arwad,08/06/1999,C,SY,1303
Silk Roads Sites in Tajikistan,15/01/2013,C,TJ,5790
Fann mountains,04/04/2006,CN,TJ,2107
Tigrovaya Balka,04/04/2006,N,TJ,2108
Zakaznik Kusavlisay,04/04/2006,N,TJ,2109
State reserve Dashti Djum,04/04/2006,N,TJ,2110
Zorkul State Reserve,04/04/2006,N,TJ,2111
"Mausoleum of ""Amir Khamza Khasti Podshoh""",09/11/1999,C,TJ,1378
The Site of Ancient Town of Takhti-Sangin,09/11/1999,C,TJ,1379
The Site of Ancient Town of Baitudasht IV,09/11/1999,C,TJ,1380
"Mausoleum of ""Khoja Mashkhad""",09/11/1999,C,TJ,1381
Buddhistic cloister of Ajina-Tepa,09/11/1999,C,TJ,1382
Palace of the governor of Khulbuk,09/11/1999,C,TJ,1383
"Mausoleum of ""Hodja Nashron""",09/11/1999,C,TJ,1384
The Site of Ancient Town of Pyanjekent,09/11/1999,C,TJ,1385
"Mausoleum of ""Mukhammad Bashoro""",09/11/1999,C,TJ,1386
The Site of Ancient Town of Shahristan (Kahkakha),09/11/1999,C,TJ,1387
"Phra That Phanom, its related historic buildings and associated landscape",02/02/2017,C,TH,6183
"Monuments, Sites and Cultural Landscape of Chiang Mai, Capital of Lanna",09/02/2015,C,TH,6003
"Wat Phra Mahathat Woramahawihan, Nakhon Si Thammarat",28/08/2012,C,TH,5752
Kaeng Krachan Forest Complex (KKFC),07/02/2011,N,TH,5593
"Phimai, its Cultural Route and the Associated Temples of Phanomroong and Muangtam",01/04/2004,C,TH,1919
Phuphrabat Historical Park,01/04/2004,C,TH,1920
Archaeo-astronomical Site Kokino,30/01/2009,C,MK,5413
Cave Slatinski Izvor,24/06/2004,N,MK,1917
Markovi Kuli,24/06/2004,N,MK,1918
Les palais des gouverneurs,08/01/2002,C,TG,1613
Woold Homé,08/01/2002,C,TG,1614
Parc national de Fazao Mafakassa,08/01/2002,CN,TG,1615
La réserve de faune d'Alédjo,08/01/2002,CN,TG,1616
Parc national de la Kéran et la réserve de faune Oti-Mandouri,08/01/2002,N,TG,1617
Les Greniers des Grottes de Nok et de Mamproug,12/12/2000,C,TG,1504
Agglomération Aného-Glidji,12/12/2000,C,TG,1505
The Ancient Capitals of the Kingdom of Tonga,09/08/2007,C,TO,5167
Lapita Pottery Archaeological Sites (A National Serial Site for consideration as the Kingdom of Tonga’s contribution to a transnational serial site listing),09/08/2007,C,TO,5168
Banwari Trace Archaeological Site,17/08/2011,C,TT,5644
La Brea Pitch Lake,17/08/2011,N,TT,5645
Tobago Main Ridge Forest Reserve,17/08/2011,CN,TT,5646
La Table de Jugurtha à Kalaat-Senen,29/09/2017,C,TN,6278
Le Permien marin de Jebel Tebaga,24/02/2016,N,TN,6087
Le Stratotype de la limite Crétacé-Tertiaire (limite K-T),24/02/2016,N,TN,6088
Le complexe hydraulique romain de Zaghouan-Carthage,17/02/2012,C,TN,5685
île de Djerba,17/02/2012,C,TN,5686
Les carrières antiques de marbre numidique de Chimtou,17/02/2012,C,TN,5687
Frontières de l’Empire romain : Limes du Sud tunisien,17/02/2012,C,TN,5688
Médina de Sfax,17/02/2012,C,TN,5689
"Les Mausolées Royaux de Numidie, de la Maurétanie et les monuments funéraires pré-islamiques",17/01/2012,C,TN,5684
Parc National d'El Feija,28/05/2008,N,TN,5383
Parc National de Bouhedma,28/05/2008,N,TN,5384
Chott El Jerid,28/05/2008,N,TN,5385
Oasis de Gabès,28/05/2008,CN,TN,5386
Archaeological Site of Assos,15/04/2017,C,TR,6242
Ayvalık Industrial Landscape,15/04/2017,C,TR,6243
Ivriz Cultural Landscape,15/04/2017,C,TR,6244
The Malabadi Bridge,13/04/2016,C,TR,6113
"Tushpa/Van Fortress, the Mound and the Old City of Van",13/04/2016,C,TR,6114
Sultan Bayezid II Complex: A Center of Medical Treatment,13/04/2016,C,TR,6117
Yivli Minaret Mosque,13/04/2016,C,TR,6119
Sivrihisar Great Mosque,13/04/2016,C,TR,6120
The Bodrum Castle,13/04/2016,C,TR,6121
Nuruosmaniye Complex,13/04/2016,C,TR,6122
Ancient city of Kibyra,13/04/2016,C,TR,6123
Haci Bayram Mosque and its Surrounding Area (the Haci Bayram District),13/04/2016,C,TR,6124
Kızılırmak Delta Wetland and Bird Sanctuary,13/04/2016,N,TR,6125
Akdamar Church,13/04/2015,C,TR,6035
The Theatre and Aqueducts of the Ancient City of Aspendos,13/04/2015,C,TR,6036
Eshab-ı Kehf Kulliye (Islamic-Ottoman Social Complex),13/04/2015,C,TR,6037
Historic Guild Town of Mudurnu,13/04/2015,C,TR,6038
Mount Harşena and the Rrock-tombs of the Pontic Kings,13/04/2015,CN,TR,6039
Mountainous Phrygia,13/04/2015,C,TR,6040
Ancient City of Stratonikeia,13/04/2015,C,TR,6041
The Bridge of Uzunköprü,13/04/2015,C,TR,6042
Ismail Fakirullah Tomb and its Light Refraction Mechanism,13/04/2015,C,TR,6043
Yıldız Palace Complex,13/04/2015,C,TR,6044
İznik,15/04/2014,C,TR,5900
Zeynel Abidin Mosque Complex and Mor Yakup (Saint Jacob) Church,15/04/2014,C,TR,5901
Tomb of Ahi Evran,15/04/2014,C,TR,5902
Vespasianus Titus Tunnel,15/04/2014,C,TR,5903
Mahmut Bey Mosque,15/04/2014,C,TR,5904
Archaeological Site of Kültepe-Kanesh,15/04/2014,C,TR,5905
Ancient City of Kaunos,15/04/2014,C,TR,5906
Anatolian Seljuks Madrasahs,15/04/2014,C,TR,5907
Archaeological Site of Arslantepe,15/04/2014,C,TR,5908
Ancient City of Korykos,15/04/2014,C,TR,5909
Ancient City of Anazarbos,15/04/2014,C,TR,5910
Çanakkale (Dardanelles) and Gelibolu (Gallipoli) Battles Zones in the First World War,15/04/2014,C,TR,5911
Eflatun Pinar: The Hittite Spring Sanctuary,15/04/2014,C,TR,5912
Archaeological site of Laodikeia,15/04/2013,C,TR,5823
Lake Tuz Special Environmental Protection Area (SEPA),15/04/2013,N,TR,5824
Trading Posts and Fortifications on Genoese Trade Routes from the Mediterranean to the Black Sea,15/04/2013,C,TR,5825
The Ancient City of Sardis and the Lydian Tumuli of Bin Tepe,15/04/2013,C,TR,5829
Aizanoi Antique City,13/04/2012,C,TR,5724
Archeological Site of Zeugma,13/04/2012,C,TR,5726
Gordion,13/04/2012,C,TR,5727
Historic Town of Birgi,13/04/2012,C,TR,5728
Mausoleum and Sacred area of Hecatomnus,13/04/2012,C,TR,5729
Medieval City of Beçin,13/04/2012,C,TR,5730
Historical Monuments of Niğde,13/04/2012,C,TR,5731
Yesemek Quarry and Sculpture Workshop,13/04/2012,C,TR,5732
Odunpazari Historical Urban Site,13/04/2012,C,TR,5733
Mamure Castle,13/04/2012,C,TR,5734
Haci Bektas Veli Complex,13/04/2012,C,TR,5735
Esrefoglu Mosque,15/04/2011,C,TR,5611
The Archaeological Site of Göbeklitepe,15/04/2011,C,TR,5612
"Hatay, St. Pierre Church",15/04/2011,C,TR,5613
Ancient Cities of Lycian Civilization,06/02/2009,C,TR,5408
Archaeological Site of Sagalassos,06/02/2009,C,TR,5409
Archaeological Site of Perge,06/02/2009,C,TR,5411
Sümela Monastery (The Monastery of Virgin Mary),25/02/2000,C,TR,1397
Alahan Monastery,25/02/2000,C,TR,1398
St. Nicholas Church,25/02/2000,C,TR,1399
Harran and Sanliurfa,25/02/2000,C,TR,1400
The Tombstones of Ahlat the Urartian and Ottoman citadel,25/02/2000,C,TR,1401
Seljuk Caravanserais on the route from Denizli to Dogubeyazit,25/02/2000,C,TR,1403
Konya-A capital of Seljuk Civilization,25/02/2000,C,TR,1404
Alanya,25/02/2000,C,TR,1405
Mardin Cultural Landscape,25/02/2000,C,TR,1406
"St.Paul Church, St.Paul's Well and surrounding historic quarters",25/02/2000,C,TR,1409
Ishak Pasha Palace,25/02/2000,C,TR,1410
Kekova,25/02/2000,CN,TR,1411
Güllük Dagi-Termessos National Park,25/02/2000,CN,TR,1412
Karain Cave,01/02/1994,C,TR,666
Silk Roads Sites in Turkmenistan,01/03/2010,C,TM,5521
Badhyz State Nature Reserve,16/03/2009,N,TM,5432
Syunt Hasardag State Nature Reserve,16/03/2009,N,TM,5433
Dinosaurs and Caves of Koytendag,16/03/2009,N,TM,5434
Repetek Biosphere State Reserve,16/03/2009,N,TM,5435
Amudarya State Nature Reserve,16/03/2009,N,TM,5436
Hazar State Nature Reserve,16/03/2009,N,TM,5437
Dehistan / Mishrian,25/02/1998,C,TM,967
Mgahinga Gorilla National Park (MGNP),30/01/2007,N,UG,5099
Bigo bya Mugyenyi (Archaeological Earthworks),10/09/1997,C,UG,911
Kibiro (Salt producing village),10/09/1997,C,UG,912
Ntusi (man-made mounds and Basin),10/09/1997,C,UG,913
Nyero and other hunter-gatherer geometric rock art sites in eastern Uganda,10/09/1997,C,UG,914
Derzhprom (the State Industry Building),27/04/2017,C,UA,6249
Cultural Landscape of “Cave Towns” of the Crimean Gothia,24/09/2012,CN,UA,5773
The historical surroundings of Crimean Khans’ capital in Bakhchysarai,24/09/2012,C,UA,5774
Trading Posts and Fortifications on Genoese Trade Routes. From the Mediterranean to the Black Sea,16/09/2010,C,UA,5575
"Kyiv: Saint Sophia Cathedral with Related Monastic Buildings, St. Cyril's and St. Andrew's Churches, Kyiv-Pechersk Lavra (extension of Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra)",26/01/2009,C,UA,5423
Historic Center of the Port City of Odessa,06/01/2009,C,UA,5412
Astronomical Observatories of Ukraine,30/01/2008,C,UA,5267
Mykolayiv Astronomical Observatory,12/03/2007,C,UA,5116
Complex of the Sudak Fortress Monuments of the 6th - 16th c.,12/03/2007,C,UA,5117
"Archaeological Site ""Stone Tomb""",11/08/2006,C,UA,5075
Bagçesaray Palace of the Crimean Khans,07/07/2003,C,UA,1820
"Dendrological Park ""Sofijivka""",20/06/2000,CN,UA,674
"Historic Centre of Tchernigov, 9th -13th centuries",13/09/1989,C,UA,668
Cultural Landscape of Canyon in Kamenets-Podilsk,13/09/1989,C,UA,670
Tarass Shevtchenko Tomb and State Historical and Natural Museum - Reserve,13/09/1989,CN,UA,672
"National Steppe Biosphere Reserve ""Askaniya Nowa""",13/09/1989,N,UA,673
The Cultural Landscape of the Central Region in the Emirate of Sharjah,09/03/2018,C,AE,6311
Sharjah: the Gate to Trucial States,13/11/2014,C,AE,5941
Settlement and Cementery of Umm an-Nar Island,30/01/2012,C,AE,5660
Sir Bu Nair Island,30/01/2012,N,AE,5661
Khor Dubai,30/01/2012,C,AE,5662
Ed-Dur Site,30/01/2012,C,AE,5663
Al Bidya Mosque,30/01/2012,C,AE,5665
Great Spas of Europe,25/07/2014,C,GB,5935
Chatham Dockyard and its Defences,27/01/2012,C,GB,5670
Creswell Crags,27/01/2012,C,GB,5671
Darwin’s Landscape Laboratory,27/01/2012,C,GB,5672
Island of St Helena,27/01/2012,N,GB,5675
Jodrell Bank Observatory,27/01/2012,C,GB,5676
"Mousa, Old Scatness and Jarlshof: the Zenith of Iron Age Shetland",27/01/2012,C,GB,5677
Slate Industry of North Wales,27/01/2012,C,GB,5678
Flow Country,27/01/2012,N,GB,5679
The Twin Monastery of Wearmouth Jarrow,27/01/2012,C,GB,5681
Turks and Caicos Islands,27/01/2012,N,GB,5682
The Central Slave and Ivory Trade Route,20/02/2006,C,TZ,2095
Eastern Arc Mountains Forests of Tanzania,10/01/2006,N,TZ,2085
Oldonyo Murwak,27/05/1997,C,TZ,848
Gombe National Park,27/05/1997,N,TZ,849
Jozani - Chwaka Bay Conservation Area (#),27/05/1997,N,TZ,850
Brooklyn Bridge,12/04/2017,C,US,6232
Ellis Island,12/04/2017,C,US,6233
Central Park,12/04/2017,C,US,6234
Early Chicago Skyscrapers,12/04/2017,C,US,6235
Pacific Remote Islands Marine National Monument,12/04/2017,N,US,6236
California Current Conservation Complex,12/04/2017,N,US,6237
Marianas Trench Marine National Monument,12/04/2017,N,US,6238
Marine Protected Areas of American Samoa,12/04/2017,N,US,6239
Moravian Church Settlements,12/04/2017,C,US,6240
Big Bend National Park,12/04/2017,N,US,6241
Civil Rights Movement Sites,30/01/2008,C,US,5241
Dayton Aviation Sites,30/01/2008,C,US,5242
Hopewell Ceremonial Earthworks,30/01/2008,C,US,5243
Thomas Jefferson Buildings,30/01/2008,C,US,5244
Mount Vernon,30/01/2008,C,US,5245
Serpent Mound,30/01/2008,C,US,5248
Frank Lloyd Wright Buildings,30/01/2008,C,US,5249
Okefenokee National Wildlife Refuge,30/01/2008,N,US,5252
Petrified Forest National Park,30/01/2008,N,US,5253
White Sands National Monument,30/01/2008,N,US,5254
Isla de Flores Cultural Landscape and its fluvio-marine context,23/01/2015,C,UY,5969
Quartier de Peñarol : la Vieille Ville historique et le paysage industriel ferroviaire,07/05/2014,C,UY,5923
La Rambla (promenade maritime) de la Cité de Montévideo,06/05/2010,C,UY,5594
Architecture Moderne du XX siècle de la Ville de Montevideo,06/05/2010,C,UY,5595
L’œuvre de l’ingénieur Eladio Dieste,06/05/2010,C,UY,5596
Chamangá: A Rock Paintings Area,24/02/2005,C,UY,2033
Insular area and bay of Colonia del Sacramento,24/02/2005,C,UY,2034
Silk Roads Sites in Uzbekistan,19/02/2010,C,UZ,5500
Kanka,18/01/2008,C,UZ,5286
